fecha,21,42,14,36,4,7,9,11,26,33
2019-01-02,0.0,0.0,0.2213132640956307,0.06329252480798402,0.0631567462700002,0.018363822650927855,0.0,0.0010812705458904887,0.030512695657546038,0.0
2019-01-03,0.0,0.0,0.2241810862458038,0.0643118910057902,0.051949331083931564,0.024243786231838104,0.0,0.004236360864064819,0.025828439251261923,0.0
2019-01-04,0.0,0.0,0.21714172980777116,0.06030013712325207,0.04310895501481146,0.028640649312270724,0.0,0.008240621640243868,0.019564142053750358,0.0
2019-01-07,0.0,0.0,0.19684031253982665,0.05259955499040875,0.03750588596762746,0.030276825015949572,0.0,0.014388375348592752,0.013260762869491214,0.0
2019-01-08,0.0,0.0,0.1716115883793764,0.042972355918126016,0.02882433056837642,0.028640649312270724,0.0,0.022549842970863886,0.0080430592515253,0.0
2019-01-09,0.0,0.0,0.14289400449442452,0.032988355266417,0.02183342525493185,0.02571061076972976,0.0,0.031720670825792364,0.004365350149619949,0.0
2019-01-10,0.0,0.0,0.11372422947091847,0.02376564342229194,0.014798904758458898,0.021384019793208867,0.0,0.04004862141994689,0.0037949954206863788,0.0
2019-01-11,0.0,0.0,0.08844894692387177,0.015982030321126432,0.008975989466172505,0.018011820038125407,0.0,0.04781825301713587,0.0034485594410942374,0.0
2019-01-14,0.0,0.0,0.06446692632792426,0.008386637645317194,0.004871695673721716,0.016724142025965234,0.0,0.05116544975886902,0.006353893036402299,0.0
2019-01-15,0.0,0.0,0.044365730188971254,0.005086752863785044,0.002366045135039982,0.01763310721186595,0.0,0.051355846887265515,0.010475798600869893,0.0021458366114828847
2019-01-16,0.0,0.0,0.028225871148999368,0.0027608223041242254,0.0,0.02225980748136366,0.0,0.049724115088622636,0.015455371155563186,0.00441828551022049
2019-01-17,0.0,0.0,0.01801717409132438,0.0013408534971957146,0.0,0.026052385377227653,0.0,0.04782376544162609,0.020404069542147237,0.00814059146021836
2019-01-18,0.0,0.0,0.012088224476858941,0.0,0.0,0.0314218738926095,0.0,0.046395088871296584,0.02410456001845041,0.013421566296541829
2019-01-21,0.0,0.0,0.009967978745605743,0.0,0.0,0.039810389597164514,0.0,0.04496293787395166,0.025481599170742247,0.019801381880788213
2019-01-22,0.0,0.0,0.010796179909609053,0.0,0.0,0.047610725460965495,0.0,0.04233698354229118,0.02410456001845041,0.026141641560046655
2019-01-23,0.0,0.0,0.01655500037607953,0.0,0.0,0.05676521769714076,0.0,0.03712126720524151,0.020404069542147237,0.03088270046636244
2019-01-24,0.0,0.0,0.02554451152259398,0.0,0.002347077679466078,0.06678247679180571,0.0,0.029721028406935385,0.015455371155563186,0.032646959496111634
2019-01-25,0.0,0.0,0.035787709886535096,0.0,0.004832641612625229,0.0761095833434829,0.0,0.022512642598349196,0.010475798600869893,0.03088270046636244
2019-01-28,0.0,0.0,0.045681193875500084,0.0,0.011558118651267154,0.08248742801649926,0.0,0.015259284779374592,0.006353893036402299,0.026141641560046655
