fecha,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
2019-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047152256007759956,0.0,0.03390458772504463,0.0,0.0,0.0,0.0,0.0,0.7487595791506195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09027851382894801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05403626116865745,0.0,0.0,0.0,0.0,0.0,0.0,0.025868802118970503,0.0,0.0,0.0
2019-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01626749242223309,0.0,0.05057938896938544,0.0,0.049330884056109595,0.0,0.0,0.0,0.0,0.0,0.7651793914244761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0574117373750166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06123110575277921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052489240533762846,0.0,0.047810553305416316,0.0,0.055899214956599545,0.0,0.0,0.0,0.0,0.0,0.767770704182948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02199402585261574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05403626116865745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08550331287033627,0.0,0.040376331842211434,0.0,0.049330884056109595,0.0,0.0,0.0,0.0,0.0,0.7720389752150312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015611953049144358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0371385429671672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11017480977690103,0.0,0.02472906447978623,0.0,0.03390458772504463,0.0,0.0,0.0,0.0,0.0,0.7639593749137953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029166968171685605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01987882956171981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0181863653710674
2019-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11228491670007353,0.0,0.016996020891487724,0.0,0.01814781805905481,0.0,0.0,0.02035794360076255,0.0,0.0,0.7557990088834944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04243768828024489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033976603584882026
2019-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09045908248368854,0.0,0.009097314421516322,0.0,0.0,0.0,0.0,0.038033645833757825,0.02268564995564399,0.0,0.7422004399650122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04808820082649168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04943566651388935
2019-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05755117624661793,0.0,0.0,0.0,0.0,0.0,0.0,0.05533862815474696,0.042382373821354354,0.0,0.7213552646705772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06735460807016237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05601794903654122
2019-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022097563578366564,0.0,0.0,0.0,0.0,0.0,0.0,0.06270688088839182,0.0616659900412098,0.0,0.6890812676491946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1150126313289481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04943566651388935
2019-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05533862815474696,0.0698767212220312,0.0,0.6591866017493105,0.0,0.0,0.0,0.0,0.0,0.02486606430751689,0.0,0.0,0.0,0.0,0.0,0.0,0.15675538098151245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033976603584882026
2019-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035976782742267795,0.0,0.0,0.0,0.0,0.0,0.0,0.038033645833757825,0.0616659900412098,0.0,0.5819350851117311,0.0,0.03418254421675827,0.0,0.0,0.0,0.0464559241197681,0.0,0.0,0.0,0.0,0.0,0.0,0.18356366256343967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0181863653710674
2019-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06721347891965915,0.0,0.0,0.0,0.0,0.0,0.0,0.02035794360076255,0.042382373821354354,0.0,0.4796650108503071,0.0,0.06386140004770684,0.0,0.0,0.0,0.06759297075241721,0.0,0.0,0.020901769044332396,0.0,0.0,0.0,0.18876749504876675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04925755791469367,0.0,0.0,0.0
2019-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09779503477472552,0.0,0.0,0.0,0.0,0.0,0.019149369240581235,0.0,0.02268564995564399,0.0,0.3554093692294608,0.0,0.09291778879491185,0.0,0.0,0.0,0.12760282796473765,0.0,0.0,0.039049645520255964,0.0,0.0,0.0,0.153365081072573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09202523344711001,0.0,0.0,0.0
2019-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11081629237259671,0.0,0.0,0.0,0.0,0.0,0.03577573167109283,0.043174970436323734,0.0,0.0,0.2260249213074309,0.0,0.10528964863534444,0.0,0.0,0.0,0.16289211804869036,0.0,0.0,0.05681689897585654,0.0,0.0,0.0,0.09832913743618134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026984356522702334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13389592459378083,0.0,0.0,0.0
2019-01-30,0.03587768426008964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09779503477472552,0.0,0.0,0.0,0.0,0.0,0.05205338243312455,0.08066146397991752,0.0,0.0,0.11548355331853777,0.0,0.09291778879491185,0.0,0.0,0.0,0.18511536525628092,0.0,0.0,0.06438198118254598,0.0,0.0,0.0,0.03929472848808621,0.0,0.0,0.03428164269893644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05041341498744846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15172395982539516,0.0,0.0,0.0
2019-01-31,0.06702833858094213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06721347891965915,0.0,0.0,0.0,0.0,0.0,0.058984209780991,0.11736173758131532,0.0,0.0,0.04529326265150919,0.0,0.06386140004770684,0.0,0.0,0.0,0.22388583709349438,0.0,0.0,0.05681689897585654,0.0,0.0,0.0,0.0,0.0,0.0,0.09230782578642263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07335108598832207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13389592459378083,0.0,0.0,0.0
2019-02-01,0.09752565717139276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035976782742267795,0.0,0.0,0.0,0.0,0.0,0.05205338243312455,0.13298827138950226,0.0,0.0,0.0,0.0,0.03418254421675827,0.0,0.0,0.0,0.21693528790349284,0.0,0.0,0.039049645520255964,0.0,0.0,0.0,0.0,0.0,0.0,0.14598619859863063,0.0,0.03784003044183537,0.0,0.0323192965171907,0.0,0.0,0.0,0.0831176696184389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09202523344711001,0.0,0.0,0.0
2019-02-04,0.11051104755808934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01888739981921203,0.0,0.0,0.0,0.03577573167109283,0.11736173758131532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26046175945401295,0.0,0.0,0.020901769044332396,0.0,0.0,0.0,0.0,0.0,0.0,0.1824170320015634,0.0,0.07069448390207117,0.0,0.06038039506529482,0.0,0.0,0.0,0.07335108598832207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04925755791469367,0.0,0.0,0.0
2019-02-05,0.09752565717139276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03528630835864896,0.0,0.0,0.0,0.019149369240581235,0.08066146397991752,0.0,0.0,0.0,0.04817815761001606,0.0,0.0,0.0,0.0,0.29783475122295566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.180238053859402,0.0,0.1028598671383782,0.0,0.08785295643125919,0.0,0.0,0.0,0.05041341498744846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-06,0.06702833858094213,0.0,0.0,0.0,0.0,0.0,0.016163798914984824,0.0,0.0,0.0,0.0,0.0,0.05134127571540473,0.0,0.0,0.0,0.0,0.043174970436323734,0.0,0.0,0.0,0.09000864819144497,0.0,0.0,0.0,0.0,0.29432846364807946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19486420698217669,0.0,0.11655549933051254,0.0,0.09955044167742863,0.0,0.0,0.0,0.026984356522702334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-07,0.03587768426008964,0.0,0.0,0.0,0.0,0.0,0.059983505455925616,0.0,0.040373773482768174,0.0,0.0,0.0,0.05817728715538827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13096181035994253,0.0,0.0,0.0,0.0,0.29595551382922775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18795760188702068,0.0,0.1028598671383782,0.0,0.08785295643125919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.09958450074136935,0.0,0.11304517833500441,0.0,0.0,0.0,0.05134127571540473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14839917282019993,0.0,0.0,0.0,0.0,0.2815186453204887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17503634810016686,0.0,0.07069448390207117,0.0,0.06038039506529482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-11,0.0,0.0,0.0,0.0,0.0,0.03586797052399647,0.1307535345255662,0.0,0.2143165327293971,0.0,0.0,0.0,0.03528630835864896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13096181035994253,0.0,0.0,0.0,0.0,0.21633658129594072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1663179352474819,0.0,0.03784003044183537,0.0,0.0323192965171907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-12,0.0,0.0,0.0,0.0,0.0,0.06701019093275452,0.13568372454138786,0.0,0.2906783795759024,0.0,0.04917620288387864,0.0,0.01888739981921203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09000864819144497,0.0,0.0,0.0,0.0,0.20178039135525147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1467750627001681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-13,0.0,0.0,0.0,0.0,0.0,0.09749925249908427,0.1111634807447747,0.0,0.31882950394712073,0.0,0.09187324223967307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04817815761001606,0.0,0.0,0.0,0.0,0.19666363725145644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10087692698769825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03491579872017647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-14,0.0,0.0,0.0,0.0,0.0,0.11048112714450925,0.0718105387868849,0.0,0.28330666716416625,0.0,0.13367477869186262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022647609492251218,0.0,0.0,0.0,0.21134073340002288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05399552804404125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11274301727626168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-15,0.0,0.0,0.0,0.0,0.0,0.09749925249908427,0.029785553476257883,0.0,0.20386522604315838,0.0,0.15147336868873446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04231130487940197,0.0,0.0,0.0,0.25435761988846495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22070767452489806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-18,0.0,0.0,0.0,0.0,0.0,0.06701019093275452,0.0,0.0,0.10168172727414998,0.0,0.13367477869186262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04072631153881337,0.061562585340823074,0.0,0.0,0.0,0.26002594573181026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3353184604897862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-20,0.0,0.0,0.0,0.0,0.0,0.03586797052399647,0.0,0.0,0.034291356435029605,0.0,0.09187324223967307,0.0,0.0,0.0,0.0,0.0,0.0,0.03808898396863828,0.0,0.0,0.0,0.10815710988390115,0.06975954834574814,0.0,0.0,0.0,0.22504984757204038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39691194103097294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04917620288387864,0.0,0.0,0.0,0.0,0.0,0.0,0.07115959032210918,0.0,0.0,0.0,0.17062088124137514,0.061562585340823074,0.0,0.0,0.0,0.2203997016627728,0.0,0.0,0.038622231656166545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3884588068928746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-22,0.0,0.0,0.0,0.0,0.0,0.05108813793604796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1035365929864173,0.019071189022978104,0.0,0.0,0.21262210157935785,0.04231130487940197,0.0,0.0,0.0,0.18420894750947103,0.0,0.0,0.07215582815864395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31500589792768185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-25,0.0,0.0,0.0,0.0,0.0,0.09544520717176137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042594359163276016,0.0,0.11732233017836839,0.03562967179560462,0.0,0.0,0.20948920342569108,0.022647609492251218,0.0,0.0,0.0,0.14761461672206913,0.0,0.0,0.10498611048549322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027564967795750055,0.1967059237697349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-26,0.0,0.0,0.0,0.0,0.0,0.17271906279675553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07957673931620655,0.0,0.1035365929864173,0.051840866568269,0.0,0.0,0.16326299747673342,0.0,0.0,0.0,0.0,0.16657952119072186,0.0,0.0,0.11896484869013954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05149813965115943,0.09202123132359737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-27,0.0,0.0,0.0,0.0,0.0,0.22059726182347617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11578347250839123,0.0,0.07115959032210918,0.058743397757477764,0.0,0.0,0.10064160018407019,0.0,0.0,0.0,0.0,0.19394995873554363,0.0,0.0,0.10498611048549322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07492935106124615,0.059209257122192466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-28,0.0,0.0,0.0,0.0,0.0,0.23087792963090015,0.0,0.0,0.0,0.0,0.034352731435828635,0.0,0.0,0.0,0.0,0.13119986276358891,0.0,0.03808898396863828,0.051840866568269,0.0,0.0,0.032070342990387794,0.0,0.0,0.0,0.0,0.23307143752894519,0.0,0.0,0.07215582815864395,0.0,0.0,0.0,0.03580659552319743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08490607824435223,0.05562934318724847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-01,0.0,0.0,0.0,0.0,0.0,0.19970163272982402,0.03660291834324667,0.0,0.0,0.0,0.06417935163174167,0.0,0.0,0.0,0.0,0.11578347250839123,0.0,0.03355640861577939,0.03562967179560462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25315921758407933,0.0,0.0,0.038622231656166545,0.0,0.0,0.0,0.06689552733562432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07492935106124615,0.08094021673829606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-04,0.0,0.0,0.0,0.0,0.0,0.14309411056557972,0.06838325422499233,0.0,0.0,0.0,0.09338040561994677,0.0,0.0,0.0,0.0,0.07957673931620655,0.02950520652209443,0.06269162474237364,0.019071189022978104,0.0,0.0,0.04065412043693163,0.0,0.0,0.0,0.0,0.22309551056015295,0.0,0.0,0.0,0.0,0.0,0.0,0.0973324179496906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05149813965115943,0.09171728138789383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
