fecha,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
2018-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04939995616789856,0.0,0.02970704671558664,0.016940307476060505,0.034841727287358674,0.0,0.09666560838372212,0.04070700863948957,0.0,0.0,0.0,0.10008289212110912,0.0,0.0,0.0,0.0,0.0,0.0,0.19668234179344823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06208742903491594,0.0,0.0,0.0,0.08923359568346584,0.1801323767756685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030357660639991818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0731620492812845,0.0,0.0,0.0,0.0
2018-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.015592952411452176,0.055977483913223276,0.0,0.0432234979248404,0.03164866095980889,0.06509291615456379,0.0,0.05285347857117226,0.04612708386881554,0.0,0.0,0.0,0.07820774331935104,0.0,0.0,0.0,0.0,0.0,0.0,0.23764337082473294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04267202432339304,0.0,0.0,0.0,0.1374286150994098,0.10855425334968168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016249284800656745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06872863447889845,0.0,0.0,0.0,0.0
2018-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.029131470307128555,0.04939995616789856,0.0,0.048978639809670065,0.06657860182540168,0.09470963415735274,0.0,0.06181604012994119,0.04070700863948957,0.0,0.0,0.0,0.04303487805460038,0.0,0.0,0.0,0.0,0.0,0.0,0.23063441347511093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022840688697136458,0.0,0.0,0.0,0.16677695415521718,0.0482728459470045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09711886863404821,0.0,0.0,0.0,0.0
2018-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.042386039192077105,0.03395206024694064,0.0,0.0432234979248404,0.0905350442433002,0.10732007543592932,0.0,0.08010039759162038,0.027977490609572657,0.0,0.0,0.0,0.023034910303645944,0.0,0.0,0.0,0.0,0.0,0.0,0.19296137385486023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1597013583048147,0.0469890549287448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15181869736365367,0.0,0.0,0.0,0.0
2019-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.048029674742132045,0.018173228268940265,0.0,0.02970704671558664,0.10185505121313843,0.09470963415735274,0.0,0.12376342237911439,0.014975271590056497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010561890978771886,0.13339931135269129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15619735638141,0.03951426596718361,0.0,0.024211042518303597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20490280373531863,0.0,0.0,0.0,0.0
2019-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.042386039192077105,0.0,0.0,0.024707961674861,0.0948857341654054,0.06509291615456379,0.0,0.15074450458838515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019732210123930435,0.08521093890102135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.188979750899076,0.05749291773719234,0.0,0.04523218231004034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22553484425344708,0.0,0.0,0.0,0.0
2019-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.029131470307128555,0.0,0.0,0.016453502799862713,0.07274682870851475,0.034841727287358674,0.0,0.14493208057250961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028710196321761135,0.07363635927906809,0.0,0.0,0.0,0.011113833424936034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2545543862129006,0.0651480107961978,0.0,0.065812436925554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20291916736420806,0.0,0.0,0.0,0.0
2019-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.015592952411452176,0.0,0.0,0.023939705314196785,0.03835522372968655,0.0,0.0,0.11011243910359064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03253291454924852,0.09351410032073737,0.0,0.0,0.0,0.028498308757860857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3763797966086536,0.05749291773719234,0.0,0.07457526109474957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14900638037263159,0.0,0.0,0.0,0.0
2019-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02712724004365777,0.020530071844717494,0.0,0.0,0.06615697302810054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028710196321761135,0.10277692463302378,0.0,0.0,0.0,0.04466129134892372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5018913100730675,0.03951426596718361,0.0,0.065812436925554,0.0,0.0,0.01401873248664689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0888005573273635,0.0,0.0,0.0,0.0
2019-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023939705314196785,0.0,0.0,0.0,0.017466309085561973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014111283735408752,0.0,0.0,0.019732210123930435,0.13589393206294823,0.0,0.0,0.0,0.055258748568621334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.583760791304336,0.02115046244847402,0.0,0.04523218231004034,0.0,0.0,0.02619044029650182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05726393474998034,0.0,0.0,0.0,0.0
